AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE
chrompet,adjland,1,other,elo,paved,RL,18,973,1.0,1.0,3,9869710
anna nagar,adjland,0,house,elo,noaccess,RH,43,1986,2.0,1.0,5,11786460
velachery,abnormal,0,commercial,allpub,noaccess,C,29,1829,3.0,2.0,5,13009230
chrompet,abnormal,0,house,nosewr,noaccess,RL,36,780,1.0,1.0,2,6251000
adyar,normalsale,0,other,nosewr,paved,C,9,843,1.0,1.0,3,6821735
chrompet,adjland,0,house,elo,noaccess,RH,22,913,1.0,1.0,3,6685100
karapakkam,family,0,house,nosewr,noaccess,C,35,779,1.0,1.0,2,3219750
t nagar,abnormal,1,other,elo,gravel,RM,29,1725,1.0,1.0,4,14844980
kk nagar,abnormal,0,house,nosewr,gravel,RM,14,2374,4.0,2.0,6,12406480
chrompet,adjland,0,commercial,nosewr,noaccess,RH,21,778,1.0,1.0,2,9094750
adyar,adjland,1,other,nosewr,gravel,C,25,989,1.0,1.0,3,9040975
karapakkam,abnormal,0,other,nosewr,noaccess,RM,29,1624,2.0,2.0,4,8743750
velachery,adjland,0,other,nosewr,gravel,RH,53,1989,3.0,2.0,5,10976510
karapakkam,adjland,0,commercial,nosewr,noaccess,RH,33,1381,2.0,2.0,4,10106750
karapakkam,adjland,1,other,elo,noaccess,RH,10,923,1.0,1.0,3,6996125
chrompet,normalsale,0,other,nosewr,noaccess,RL,8,1034,1.0,1.0,3,8469580
velachery,adjland,1,other,nosewr,noaccess,RH,45,1794,2.0,1.0,4,10148300
kk nagar,normalsale,0,commercial,allpub,paved,RM,22,2471,4.0,2.0,6,19240040
chrompet,normalsale,1,other,elo,gravel,RL,37,1085,1.0,1.0,3,10101200
kk nagar,partial,1,house,nosewr,gravel,RL,17,2070,3.0,2.0,5,11772340
chrompet,abnormal,1,commercial,nosewr,gravel,RH,12,959,1.0,1.0,3,12492400
karapakkam,partial,0,house,allpub,paved,RH,10,1341,2.0,2.0,4,7131000
kk nagar,family,1,commercial,allpub,gravel,RM,16,1377,2.0,1.0,4,14392520
velachery,normalsale,1,house,elo,gravel,RM,11,1862,3.0,2.0,5,12097820
velachery,adjland,1,other,allpub,noaccess,RL,47,1594,2.0,1.0,4,10163940
chrompet,normalsale,1,other,nosewr,gravel,RM,24,1016,1.0,1.0,3,10780920
kk nagar,family,1,house,allpub,gravel,RL,20,2321,4.0,2.0,6,12756200
adyar,abnormal,0,house,elo,paved,I,33,1242,2.0,2.0,4,8033695
chrompet,family,1,other,nosewr,noaccess,RM,38,707,1.0,1.0,2,7972690
chrompet,adjland,1,house,allpub,noaccess,RH,20,707,1.0,1.0,2,7197800
adyar,abnormal,1,house,nosewr,gravel,RL,26,1120,1.0,1.0,3,10439690
adyar,abnormal,1,commercial,nosewr,gravel,RL,36,774,1.0,1.0,2,11827040
chrompet,family,1,house,nosewr,gravel,RH,23,1083,1.0,1.0,3,9045250
chrompet,family,0,commercial,elo,paved,RL,20,767,1.0,1.0,2,9871800
velachery,family,1,other,elo,noaccess,RM,15,1725,2.0,1.0,4,10994850
karapakkam,family,0,other,nosewr,gravel,A,38,1194,1.0,1.0,3,5347250
adyar,adjland,1,commercial,nosewr,paved,RM,30,1052,1.0,1.0,3,14737850
adyar,partial,1,house,elo,paved,RH,6,667,1.0,1.0,2,7335890
karapakkam,adjland,0,other,nosewr,noaccess,RL,14,1369,2.0,2.0,4,7952375
anna nagar,adjland,1,commercial,nosewr,paved,RL,15,1952,2.0,1.0,5,22633000
chrompet,partial,0,other,allpub,noaccess,RH,25,1228,2.0,1.0,4,8442110
chrompet,abnormal,0,house,nosewr,noaccess,RL,36,1236,2.0,1.0,4,8214800
anna nagar,normalsale,1,house,nosewr,gravel,RH,17,1988,2.0,1.0,5,13921240
adyar,adjland,0,other,nosewr,paved,C,29,1018,1.0,1.0,3,7520335
kk nagar,abnormal,0,other,nosewr,gravel,RH,25,2120,3.0,2.0,5,11212900
kk nagar,normalsale,1,house,allpub,paved,RH,17,1602,2.0,1.0,4,9651940
velachery,normalsale,0,commercial,nosewr,noaccess,RM,6,1916,3.0,2.0,5,16071420
adyar,normalsale,1,house,nosewr,gravel,C,13,893,1.0,1.0,3,7700295
anna nagar,abnormal,1,house,allpub,paved,RL,28,1968,2.0,1.0,5,14057110
karapakkam,abnormal,0,commercial,nosewr,gravel,RH,44,1424,2.0,2.0,4,10936000
chrompet,abnormal,0,other,allpub,gravel,RH,18,755,1.0,1.0,2,7593850
velachery,normalsale,1,other,nosewr,noaccess,I,51,1643,2.0,1.0,4,8657220
chrompet,family,0,commercial,nosewr,noaccess,RM,38,749,1.0,1.0,2,9390500
t nagar,adjland,0,other,nosewr,noaccess,RL,7,1960,2.0,1.0,5,14415540
anna nagar,partial,1,other,nosewr,paved,RL,23,1845,2.0,1.0,5,14408010
kk nagar,partial,0,other,allpub,gravel,RM,19,2092,3.0,2.0,5,12364620
velachery,normalsale,1,house,nosewr,paved,RM,34,1644,2.0,1.0,4,10563530
t nagar,partial,1,other,allpub,noaccess,RM,5,1932,2.0,1.0,5,15399860
velachery,abnormal,0,commercial,nosewr,paved,RL,10,1861,3.0,2.0,5,15793800
anna nagar,partial,1,other,elo,gravel,RM,37,1838,2.0,1.0,5,14973480
chrompet,abnormal,1,house,elo,paved,RH,37,1016,1.0,1.0,3,8078550
chrompet,abnormal,1,other,nosewr,gravel,RM,13,734,1.0,1.0,2,9632330
kk nagar,abnormal,1,house,nosewr,paved,RH,10,1304,1.0,1.0,3,8718400
adyar,normalsale,1,commercial,nosewr,noaccess,I,21,698,1.0,1.0,2,9155815
kk nagar,partial,0,other,nosewr,paved,RL,16,1476,2.0,1.0,4,9073040
chrompet,normalsale,0,commercial,allpub,noaccess,RH,19,1219,2.0,1.0,4,12578650
karapakkam,family,1,house,allpub,noaccess,C,17,645,1.0,1.0,2,4512250
karapakkam,family,0,commercial,nosewr,noaccess,I,44,1532,2.0,2.0,4,9484000
kk nagar,partial,1,house,nosewr,gravel,RH,25,1640,2.0,1.0,4,9722500
velachery,adjland,1,other,elo,gravel,RH,12,1799,2.0,1.0,4,11762140
chrompet,family,0,house,nosewr,gravel,RH,11,991,1.0,1.0,3,7913650
kk nagar,normalsale,1,house,nosewr,gravel,RM,19,1890,3.0,2.0,5,12063380
karapakkam,normalsale,0,house,nosewr,gravel,A,44,1159,1.0,1.0,3,4819500
chrompet,abnormal,1,commercial,nosewr,gravel,RM,8,948,1.0,1.0,3,13870800
anna nagar,normalsale,1,commercial,nosewr,gravel,RL,33,1761,1.0,1.0,4,20817260
karapakkam,abnormal,1,house,elo,noaccess,I,50,1645,2.0,2.0,4,6895000
karapakkam,normalsale,1,commercial,nosewr,noaccess,RM,37,934,1.0,1.0,3,9555750
velachery,family,0,commercial,nosewr,gravel,A,24,1612,2.0,1.0,4,12076530
anna nagar,adjland,1,house,elo,paved,RH,37,1773,1.0,1.0,4,12439640
chrompet,adjland,0,other,elo,gravel,RL,38,1193,1.0,1.0,3,9915110
karapakkam,normalsale,1,other,elo,paved,C,26,1350,2.0,2.0,4,7074750
t nagar,adjland,0,house,allpub,paved,RH,8,1929,2.0,1.0,5,13180810
anna nagar,adjland,1,house,nosewr,gravel,RH,18,1959,2.0,1.0,5,14344210
adyar,family,0,other,allpub,gravel,I,33,626,1.0,1.0,2,6333495
kk nagar,family,0,other,nosewr,paved,RM,30,1758,2.0,1.0,4,10455360
karapakkam,family,1,commercial,elo,noaccess,A,28,1677,2.0,2.0,4,10302000
karapakkam,adjland,1,commercial,elo,noaccess,C,8,1538,2.0,2.0,4,10911000
kk nagar,adjland,0,commercial,nosewr,paved,RH,21,2148,3.0,2.0,5,16384220
adyar,partial,1,house,allpub,gravel,RH,17,1098,1.0,1.0,3,9647855
chrompet,adjland,1,commercial,nosewr,noaccess,RL,7,1146,1.0,1.0,3,13822050
anna nagar,adjland,0,house,nosewr,paved,RL,14,1796,1.0,1.0,4,12754380
anna nagar,adjland,1,commercial,nosewr,gravel,RL,22,1578,1.0,1.0,4,19627640
chrompet,normalsale,0,commercial,nosewr,noaccess,RH,17,1207,2.0,1.0,4,12542950
chrompet,normalsale,0,house,elo,gravel,RM,34,1125,1.0,1.0,3,9365500
chrompet,family,0,commercial,elo,noaccess,RM,31,737,1.0,1.0,2,9406050
karapakkam,partial,1,house,nosewr,paved,C,34,1483,2.0,2.0,4,6755000
kk nagar,abnormal,1,commercial,allpub,paved,RM,13,1423,2.0,1.0,4,14345060
t nagar,abnormal,1,other,nosewr,noaccess,RM,9,1812,2.0,1.0,5,14717440
karapakkam,abnormal,1,commercial,nosewr,paved,C,30,1028,1.0,1.0,3,8255500
velachery,adjland,0,house,nosewr,paved,RL,43,1951,3.0,2.0,5,10252060
adyar,family,1,house,nosewr,gravel,RL,25,1215,2.0,2.0,4,10727975
karapakkam,adjland,0,commercial,nosewr,paved,A,43,1275,1.0,1.0,3,8100250
adyar,partial,1,house,nosewr,paved,A,36,971,1.0,1.0,3,6286255
kk nagar,family,1,house,nosewr,gravel,RH,21,1323,1.0,1.0,3,8779820
anna nagar,partial,0,house,allpub,paved,RH,17,1527,1.0,1.0,4,10366390
anna nagar,normalsale,1,other,allpub,paved,RL,22,1978,2.0,1.0,5,15417080
chrompet,adjland,1,commercial,elo,gravel,RH,5,1041,1.0,1.0,3,13511550
karapakkam,family,0,commercial,allpub,gravel,I,29,1062,1.0,1.0,3,8761750
kk nagar,adjland,1,house,nosewr,paved,RH,9,1407,2.0,1.0,4,9451780
anna nagar,abnormal,1,commercial,elo,gravel,RH,44,1905,2.0,1.0,5,20999330
karapakkam,abnormal,0,house,nosewr,paved,A,10,1226,1.0,1.0,3,5100500
karapakkam,family,1,house,allpub,noaccess,I,38,1198,1.0,1.0,3,6056500
adyar,family,0,other,nosewr,paved,I,5,1249,2.0,2.0,4,9333075
kk nagar,family,0,commercial,nosewr,paved,RM,17,1310,1.0,1.0,3,12351340
kk nagar,normalsale,1,other,allpub,gravel,RM,6,2234,4.0,2.0,6,14516600
adyar,adjland,0,commercial,nosewr,gravel,A,10,1032,1.0,1.0,3,11238050
t nagar,adjland,0,house,nosewr,paved,RH,41,1666,1.0,1.0,4,11167270
chrompet,family,1,house,allpub,paved,RH,13,1212,2.0,1.0,4,9572950
adyar,family,0,commercial,elo,gravel,I,27,897,1.0,1.0,3,10647205
karapakkam,adjland,1,house,nosewr,gravel,RH,14,919,1.0,1.0,3,7855000
t nagar,normalsale,0,commercial,allpub,gravel,RM,35,1842,2.0,1.0,5,21362800
velachery,normalsale,1,commercial,elo,paved,RL,25,1895,3.0,2.0,5,16567500
kk nagar,family,0,house,allpub,paved,RM,13,1305,1.0,1.0,3,8812260
kk nagar,family,1,commercial,nosewr,paved,RH,27,1373,2.0,1.0,4,12442340
t nagar,abnormal,0,other,nosewr,noaccess,RL,41,1860,2.0,1.0,5,12885120
velachery,partial,0,house,allpub,noaccess,RM,51,1808,3.0,2.0,5,9148120
chrompet,family,1,other,elo,paved,RL,28,741,1.0,1.0,2,7954770
kk nagar,abnormal,0,house,nosewr,paved,RM,17,1634,2.0,1.0,4,9736540
chrompet,adjland,1,house,allpub,gravel,RH,22,777,1.0,1.0,2,8570300
adyar,partial,1,commercial,allpub,gravel,C,35,835,1.0,1.0,3,10525625
velachery,partial,0,house,elo,paved,I,5,1950,3.0,2.0,5,8978750
chrompet,normalsale,0,house,elo,gravel,RM,29,833,1.0,1.0,3,8289150
kk nagar,family,1,house,nosewr,gravel,RL,7,1778,3.0,2.0,5,11177540
t nagar,family,1,house,allpub,gravel,RM,5,1541,1.0,1.0,4,13654950
karapakkam,normalsale,1,other,nosewr,paved,I,26,1615,2.0,2.0,4,8586625
anna nagar,abnormal,0,house,allpub,paved,RM,41,1683,1.0,1.0,4,12110770
kk nagar,abnormal,0,house,nosewr,gravel,RM,19,1901,3.0,2.0,5,11095180
velachery,normalsale,0,commercial,nosewr,paved,RH,36,1629,2.0,1.0,4,13244520
adyar,abnormal,1,commercial,nosewr,gravel,C,16,1030,1.0,1.0,3,12591440
anna nagar,partial,1,house,allpub,gravel,RM,37,1733,1.0,1.0,4,13554690
adyar,abnormal,0,other,nosewr,paved,I,28,765,1.0,1.0,2,6632820
karapakkam,partial,1,commercial,nosewr,noaccess,A,12,920,1.0,1.0,3,6662000
karapakkam,abnormal,0,commercial,nosewr,noaccess,A,7,1035,1.0,1.0,3,6624250
anna nagar,partial,1,commercial,allpub,gravel,RH,24,1994,2.0,1.0,5,22124730
karapakkam,family,1,other,nosewr,noaccess,C,35,1158,1.0,1.0,3,5782500
kk nagar,partial,0,other,allpub,gravel,RL,22,2019,3.0,2.0,5,11468620
karapakkam,normalsale,0,other,allpub,noaccess,RM,41,1488,2.0,2.0,4,8229750
anna nagar,partial,1,house,nosewr,noaccess,RH,11,1704,1.0,1.0,4,11374070
karapakkam,adjland,1,other,nosewr,paved,A,41,1139,1.0,1.0,3,6057375
adyar,abnormal,1,commercial,elo,noaccess,RH,17,1138,1.0,1.0,3,13385355
chrompet,family,0,commercial,nosewr,paved,RL,31,970,1.0,1.0,3,11350850
anna nagar,abnormal,1,other,nosewr,gravel,RH,25,1781,1.0,1.0,4,13948580
karapakkam,family,1,other,nosewr,paved,RH,29,573,1.0,1.0,2,5815125
velachery,normalsale,0,other,nosewr,noaccess,RM,20,1583,2.0,1.0,4,9758650
chrompet,family,1,house,nosewr,paved,RL,4,1261,2.0,1.0,4,10438400
chrompet,adjland,1,other,nosewr,gravel,RH,20,1138,1.0,1.0,3,10448260
t nagar,normalsale,0,commercial,allpub,paved,RM,10,1704,1.0,1.0,4,20152800
adyar,normalsale,0,house,nosewr,paved,RH,33,830,1.0,1.0,3,6973595
t nagar,partial,1,commercial,allpub,paved,RH,42,1913,2.0,1.0,5,20703290
karapakkam,partial,0,house,allpub,noaccess,I,28,1671,2.0,2.0,4,6389500
kk nagar,abnormal,1,other,allpub,paved,RH,6,1586,2.0,1.0,4,10374040
chrompet,partial,0,commercial,nosewr,paved,RH,26,1149,1.0,1.0,3,12026900
adyar,abnormal,1,house,elo,noaccess,C,19,988,1.0,1.0,3,6881585
karapakkam,family,1,other,elo,paved,RL,43,1142,1.0,1.0,3,7793500
chrompet,adjland,0,commercial,nosewr,noaccess,RH,9,1014,1.0,1.0,3,11483350
velachery,adjland,1,house,elo,paved,RM,25,1770,2.0,1.0,4,11341450
karapakkam,adjland,0,other,allpub,gravel,I,39,643,1.0,1.0,2,5477875
karapakkam,family,0,house,nosewr,paved,RH,17,1527,2.0,2.0,4,7468250
t nagar,family,1,other,elo,noaccess,RL,16,1597,1.0,1.0,4,12654180
chrompet,abnormal,1,house,elo,noaccess,RM,17,894,1.0,1.0,3,8580950
chrompet,partial,0,house,nosewr,noaccess,RL,14,929,1.0,1.0,3,7088700
chrompet,adjland,1,house,elo,gravel,RM,26,1210,2.0,1.0,4,11254700
adyar,partial,1,house,allpub,gravel,A,19,907,1.0,1.0,3,7150185
karapakkam,normalsale,0,commercial,nosewr,gravel,RH,21,1370,2.0,2.0,4,11175750
chrompet,family,0,other,allpub,noaccess,RL,12,1229,2.0,1.0,4,9416330
kk nagar,normalsale,0,house,nosewr,paved,RM,20,2471,4.0,2.0,6,12266200
chrompet,partial,0,house,allpub,paved,RL,32,1231,2.0,1.0,4,8901800
adyar,family,1,other,nosewr,noaccess,A,32,998,1.0,1.0,3,6587380
chrompet,normalsale,0,other,nosewr,paved,RM,10,833,1.0,1.0,3,8762710
chrompet,family,0,commercial,elo,noaccess,RH,14,1141,1.0,1.0,3,11582700
chrompet,normalsale,0,commercial,nosewr,gravel,RL,19,1089,1.0,1.0,3,13039650
anna nagar,adjland,0,other,elo,noaccess,RH,9,1989,2.0,1.0,5,13679850
t nagar,partial,0,other,allpub,paved,RH,9,1618,1.0,1.0,4,11918620
t nagar,normalsale,0,house,allpub,noaccess,RH,35,1571,1.0,1.0,4,10092000
karapakkam,partial,0,commercial,nosewr,paved,RM,38,1181,1.0,1.0,3,10178500
karapakkam,family,0,house,allpub,paved,RH,21,1495,2.0,2.0,4,7484250
karapakkam,abnormal,1,commercial,allpub,gravel,RM,24,1451,2.0,2.0,4,13851000
karapakkam,normalsale,1,house,nosewr,gravel,A,14,1273,1.0,1.0,3,6590000
karapakkam,normalsale,1,commercial,nosewr,gravel,C,12,1435,2.0,2.0,4,11395000
anna nagar,abnormal,0,house,allpub,paved,RH,37,1707,1.0,1.0,4,11050140
karapakkam,family,1,commercial,nosewr,gravel,RL,46,1080,1.0,1.0,3,10699500
kk nagar,normalsale,0,commercial,nosewr,paved,RL,19,1634,2.0,1.0,4,13712780
t nagar,partial,0,house,elo,noaccess,RM,24,1995,2.0,1.0,5,12756380
t nagar,partial,0,house,elo,paved,RM,17,1584,1.0,1.0,4,11573840
karapakkam,normalsale,1,house,nosewr,paved,A,46,1112,1.0,1.0,3,5094500
chrompet,partial,0,other,elo,paved,RH,15,1232,2.0,1.0,4,8837090
velachery,family,1,house,elo,gravel,RL,14,1857,3.0,2.0,5,11346080
kk nagar,family,0,house,nosewr,gravel,RM,27,2428,4.0,2.0,6,12427940
chrompet,partial,0,commercial,nosewr,paved,RH,12,837,1.0,1.0,3,9853200
chrompet,adjland,1,house,nosewr,gravel,RH,35,1155,1.0,1.0,3,9546450
adyar,family,0,other,elo,noaccess,RL,22,836,1.0,1.0,3,7429230
anna nagar,normalsale,0,other,nosewr,paved,RL,36,1836,2.0,1.0,5,13378150
kk nagar,partial,0,commercial,nosewr,gravel,RH,29,2074,3.0,2.0,5,15546980
kk nagar,adjland,1,house,nosewr,gravel,RH,21,2260,4.0,2.0,6,12224420
karapakkam,adjland,1,house,nosewr,gravel,A,39,970,1.0,1.0,3,5745250
karapakkam,partial,0,house,elo,noaccess,RM,39,1367,2.0,2.0,4,6969750
chrompet,adjland,1,other,elo,noaccess,RH,5,996,1.0,1.0,3,8934470
karapakkam,normalsale,0,house,allpub,noaccess,I,28,1686,2.0,2.0,4,6658000
karapakkam,partial,1,house,allpub,noaccess,C,44,1140,1.0,1.0,3,5101000
kk nagar,partial,1,commercial,nosewr,paved,RM,17,1538,2.0,1.0,4,14394140
karapakkam,partial,1,house,elo,noaccess,RL,34,1570,2.0,2.0,4,8022500
karapakkam,adjland,0,commercial,elo,gravel,RH,41,614,1.0,1.0,2,6924500
chrompet,partial,0,house,nosewr,noaccess,RL,22,1151,1.0,1.0,3,7720300
kk nagar,family,0,house,nosewr,gravel,RH,28,1317,1.0,1.0,3,7640160
velachery,partial,0,commercial,elo,noaccess,RL,25,1904,3.0,2.0,5,14791400
chrompet,abnormal,1,commercial,allpub,gravel,RM,5,947,1.0,1.0,3,14095950
adyar,adjland,1,house,nosewr,noaccess,RL,5,997,1.0,1.0,3,9429275
t nagar,abnormal,1,other,elo,paved,RL,32,1669,1.0,1.0,4,13511360
kk nagar,family,0,other,allpub,paved,RM,20,1820,3.0,2.0,5,11131800
velachery,adjland,0,other,elo,noaccess,RH,34,1834,3.0,2.0,5,9508930
karapakkam,adjland,0,other,allpub,noaccess,A,48,922,1.0,1.0,3,3863750
kk nagar,adjland,1,house,allpub,paved,RL,6,2289,4.0,2.0,6,12943320
kk nagar,family,1,commercial,nosewr,paved,RM,25,2041,3.0,2.0,5,17224100
anna nagar,adjland,0,house,elo,noaccess,RH,12,1628,1.0,1.0,4,10688640
karapakkam,partial,1,other,nosewr,gravel,RH,10,805,1.0,1.0,2,7397875
adyar,abnormal,1,other,nosewr,gravel,A,19,1130,1.0,1.0,3,8852085
kk nagar,partial,0,house,allpub,paved,RM,9,1622,2.0,1.0,4,9771780
kk nagar,adjland,0,house,nosewr,paved,RH,29,1873,3.0,2.0,5,9270980
t nagar,family,0,other,nosewr,paved,RH,38,1759,1.0,1.0,4,12128780
karapakkam,abnormal,0,house,elo,noaccess,RL,32,1662,2.0,2.0,4,7538000
adyar,partial,1,other,allpub,gravel,I,9,1230,2.0,2.0,4,10670035
adyar,normalsale,0,other,nosewr,paved,A,33,1087,1.0,1.0,3,6906295
chrompet,partial,1,house,elo,noaccess,RM,25,1265,2.0,1.0,4,9750500
chrompet,partial,1,commercial,nosewr,noaccess,RH,38,740,1.0,1.0,2,9057500
anna nagar,family,0,house,nosewr,gravel,RL,44,1963,2.0,1.0,5,13003330
chrompet,partial,0,other,nosewr,paved,RH,35,908,1.0,1.0,3,7196210
karapakkam,abnormal,1,house,elo,gravel,C,40,1076,1.0,1.0,3,6167000
kk nagar,adjland,1,other,nosewr,gravel,RM,22,1869,3.0,2.0,5,12958620
adyar,family,1,commercial,nosewr,gravel,A,36,1228,2.0,2.0,4,13028240
anna nagar,normalsale,1,other,allpub,paved,RH,19,1670,1.0,1.0,4,13361380
chrompet,abnormal,0,commercial,nosewr,noaccess,RH,25,1245,2.0,1.0,4,12537750
chrompet,partial,1,other,allpub,gravel,RL,30,731,1.0,1.0,2,8712970
velachery,abnormal,1,commercial,allpub,gravel,I,6,1634,2.0,1.0,4,14901220
t nagar,adjland,0,house,allpub,gravel,RH,35,1597,1.0,1.0,4,11574300
anna nagar,adjland,1,other,allpub,gravel,RM,39,1650,1.0,1.0,4,15032380
t nagar,abnormal,1,other,nosewr,gravel,RM,7,1849,2.0,1.0,5,16295260
karapakkam,adjland,1,commercial,elo,noaccess,A,50,879,1.0,1.0,2,6040500
kk nagar,adjland,1,house,nosewr,paved,RH,9,2459,4.0,2.0,6,12543380
kk nagar,normalsale,0,other,allpub,gravel,RM,5,1940,3.0,2.0,5,12428900
karapakkam,partial,1,other,nosewr,paved,I,36,547,1.0,1.0,2,5015625
chrompet,partial,0,commercial,nosewr,noaccess,RH,19,928,1.0,1.0,3,9899050
karapakkam,adjland,1,other,elo,paved,RH,40,505,1.0,1.0,2,5770875
velachery,abnormal,0,commercial,elo,paved,I,43,1574,2.0,1.0,4,12053310
chrompet,normalsale,0,house,elo,noaccess,RL,10,1037,1.0,1.0,3,7706100
adyar,adjland,1,house,allpub,noaccess,C,27,764,1.0,1.0,2,6472305
chrompet,normalsale,0,commercial,nosewr,noaccess,RH,34,1180,1.0,1.0,3,11829500
chrompet,family,1,commercial,nosewr,noaccess,RH,33,1110,1.0,1.0,3,12078350
anna nagar,family,1,house,nosewr,noaccess,RL,6,1898,2.0,1.0,5,13081070
karapakkam,family,1,other,nosewr,paved,RH,12,1484,2.0,2.0,4,9060500
chrompet,partial,1,commercial,allpub,paved,RM,11,888,1.0,1.0,3,12827050
adyar,normalsale,0,commercial,elo,paved,RL,34,1232,2.0,2.0,4,14104610
anna nagar,family,1,commercial,allpub,paved,RH,5,1977,2.0,1.0,5,22078000
anna nagar,family,1,commercial,elo,paved,RM,30,1929,2.0,1.0,5,22104600
adyar,family,1,commercial,nosewr,gravel,RL,24,1251,2.0,2.0,4,15965260
adyar,abnormal,1,other,nosewr,gravel,A,15,694,1.0,1.0,2,6732825
karapakkam,family,0,other,nosewr,gravel,I,40,889,1.0,1.0,3,5553875
chrompet,partial,1,house,nosewr,paved,RH,28,1156,1.0,1.0,3,8715800
velachery,normalsale,1,commercial,elo,paved,RM,28,1607,2.0,1.0,4,15344360
anna nagar,partial,0,commercial,nosewr,gravel,RL,45,1986,2.0,1.0,5,21008600
kk nagar,adjland,0,house,allpub,gravel,RL,12,2340,4.0,2.0,6,12386240
karapakkam,family,1,house,allpub,paved,RL,36,756,1.0,1.0,2,6810000
adyar,adjland,1,commercial,nosewr,paved,C,24,1253,2.0,2.0,4,14085560
velachery,family,1,commercial,nosewr,gravel,RL,13,1954,3.0,2.0,5,17695060
karapakkam,family,0,other,elo,paved,C,36,602,1.0,1.0,2,3524750
velachery,partial,0,house,nosewr,gravel,RL,21,1719,2.0,1.0,4,9540370
t nagar,family,1,other,nosewr,gravel,RH,35,1503,1.0,1.0,4,12389840
chrompet,partial,0,house,nosewr,paved,RM,21,825,1.0,1.0,3,7741750
anna nagar,normalsale,0,commercial,allpub,paved,RL,9,1914,2.0,1.0,5,21330680
chrompet,adjland,1,house,elo,paved,RH,4,998,1.0,1.0,3,8967600
chrompet,family,0,other,allpub,paved,RM,38,790,1.0,1.0,2,7979400
adyar,normalsale,1,other,elo,gravel,RL,32,1166,1.0,1.0,3,11129980
t nagar,adjland,0,commercial,allpub,gravel,RL,11,1794,1.0,1.0,4,21067620
anna nagar,partial,0,other,allpub,gravel,RH,6,1606,1.0,1.0,4,12403350
anna nagar,normalsale,0,other,elo,paved,RM,17,1813,2.0,1.0,5,14000930
adyar,adjland,1,commercial,nosewr,noaccess,I,13,878,1.0,1.0,3,11160095
anna nagar,partial,1,commercial,elo,noaccess,RM,34,1573,1.0,1.0,4,18143430
kk nagar,adjland,0,house,allpub,gravel,RH,23,1819,3.0,2.0,5,10033660
karapakkam,family,1,commercial,allpub,gravel,C,42,537,1.0,1.0,2,6176500
anna nagar,abnormal,0,other,allpub,paved,RM,42,1538,1.0,1.0,4,12504530
kk nagar,adjland,0,house,nosewr,paved,RH,23,1985,3.0,2.0,5,9801480
velachery,normalsale,0,other,allpub,noaccess,A,49,1794,2.0,1.0,4,7167380
chrompet,partial,1,house,elo,noaccess,RH,33,1263,2.0,1.0,4,8342150
karapakkam,adjland,0,house,elo,paved,RM,5,818,1.0,1.0,2,7197750
velachery,adjland,1,other,nosewr,noaccess,I,29,1833,3.0,2.0,5,10132530
karapakkam,family,1,house,allpub,gravel,I,44,737,1.0,1.0,2,5980500
kk nagar,normalsale,0,commercial,nosewr,gravel,RH,28,1820,3.0,2.0,5,14529560
adyar,adjland,0,house,elo,noaccess,RL,34,836,1.0,1.0,3,7265010
chrompet,partial,1,commercial,allpub,noaccess,RM,14,1073,1.0,1.0,3,13450300
adyar,adjland,0,commercial,nosewr,gravel,RM,36,1203,2.0,2.0,4,15442540
chrompet,abnormal,1,other,elo,gravel,RL,10,1300,2.0,1.0,4,11613500
anna nagar,normalsale,0,house,nosewr,gravel,RH,16,1514,1.0,1.0,4,10895520
kk nagar,abnormal,1,other,nosewr,paved,RM,14,2252,4.0,2.0,6,13672720
chrompet,partial,1,house,elo,noaccess,RM,20,1214,2.0,1.0,4,9684200
t nagar,adjland,1,house,nosewr,noaccess,RM,26,1554,1.0,1.0,4,12545220
velachery,partial,1,other,elo,noaccess,A,25,1764,2.0,1.0,4,7938700
t nagar,normalsale,1,other,nosewr,paved,RH,45,1675,1.0,1.0,4,12837050
chrompet,normalsale,1,commercial,allpub,gravel,RH,34,912,1.0,1.0,3,12124700
chrompet,normalsale,1,other,nosewr,paved,RM,16,822,1.0,1.0,3,9582140
anna nagar,family,1,house,elo,gravel,RM,45,1917,2.0,1.0,5,14246350
t nagar,adjland,1,commercial,nosewr,paved,RL,22,1850,2.0,1.0,5,21735940
anna nagar,abnormal,1,house,elo,noaccess,RL,19,1723,1.0,1.0,4,12305480
karapakkam,abnormal,1,house,allpub,noaccess,A,19,679,1.0,1.0,2,3914750
chrompet,adjland,1,commercial,nosewr,gravel,RL,19,1064,1.0,1.0,3,14285850
velachery,abnormal,0,commercial,allpub,noaccess,C,6,1907,3.0,2.0,5,13938520
kk nagar,family,0,house,allpub,paved,RM,16,1898,3.0,2.0,5,10686720
karapakkam,family,1,commercial,nosewr,paved,RH,40,1669,2.0,2.0,4,12432000
velachery,adjland,0,commercial,nosewr,gravel,RL,21,1593,2.0,1.0,4,14546520
anna nagar,abnormal,0,other,elo,gravel,RM,13,1744,1.0,1.0,4,14155830
kk nagar,family,1,other,allpub,gravel,RM,10,1759,2.0,1.0,4,12535180
karapakkam,adjland,1,commercial,elo,gravel,RM,46,671,1.0,1.0,2,9299500
