AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE
kk nagar,partial,0,other,nosewr,paved,RL,26,2180,78,3.0,2.0,5,11237140
chrompet,adjland,0,house,elo,noaccess,RL,4,897,126,1.0,1.0,3,7649800
chrompet,abnormal,0,house,elo,gravel,RL,38,801,159,1.0,1.0,3,7385300
kk nagar,abnormal,1,commercial,nosewr,paved,RH,7,1906,81,3.0,2.0,5,15852740
velachery,abnormal,0,other,allpub,noaccess,A,21,1798,74,2.0,1.0,4,7730470
chrompet,abnormal,1,commercial,elo,noaccess,RL,4,1198,41,1.0,1.0,3,13891800
chrompet,partial,1,other,allpub,gravel,RL,30,731,42,1.0,1.0,2,8712970
anna nagar,partial,1,house,nosewr,paved,RL,18,1885,109,2.0,1.0,5,13501410
velachery,abnormal,0,other,nosewr,paved,C,17,1956,11,3.0,2.0,5,9566290
velachery,family,1,house,nosewr,gravel,RH,28,1640,15,2.0,1.0,4,9975260
chrompet,family,1,house,nosewr,paved,RL,4,1261,84,2.0,1.0,4,10438400
adyar,family,1,commercial,nosewr,gravel,A,36,1228,194,2.0,2.0,4,13028240
chrompet,partial,0,house,nosewr,noaccess,RH,36,937,70,1.0,1.0,3,6182600
chrompet,abnormal,0,commercial,allpub,gravel,RL,7,919,70,1.0,1.0,3,12157650
adyar,partial,0,other,allpub,gravel,A,38,984,97,1.0,1.0,3,6702170
chrompet,partial,1,commercial,nosewr,gravel,RL,24,1057,145,1.0,1.0,3,13659200
t nagar,abnormal,1,other,allpub,gravel,RL,41,1910,73,2.0,1.0,5,15397020
chrompet,partial,1,other,elo,noaccess,RL,21,1031,66,1.0,1.0,3,8816220
anna nagar,abnormal,0,other,allpub,gravel,RL,20,1719,126,1.0,1.0,4,13714220
karapakkam,family,0,house,nosewr,gravel,C,6,652,126,1.0,1.0,2,4664500
chrompet,normalsale,0,house,allpub,gravel,RL,25,841,183,1.0,1.0,3,8142550
chrompet,adjland,1,house,nosewr,paved,RM,17,993,89,1.0,1.0,3,10189350
chrompet,family,0,commercial,nosewr,noaccess,RH,29,805,185,1.0,1.0,3,8828350
velachery,family,0,other,elo,noaccess,RL,33,1573,177,2.0,1.0,4,8545010
adyar,normalsale,0,house,nosewr,paved,RH,35,1300,77,2.0,2.0,4,9023925
karapakkam,family,1,commercial,allpub,gravel,A,47,850,125,1.0,1.0,2,7039250
chrompet,family,1,other,allpub,paved,RH,9,700,95,1.0,1.0,2,7924350
chrompet,family,1,commercial,elo,gravel,RL,4,1078,121,1.0,1.0,3,14030400
karapakkam,abnormal,1,house,allpub,paved,C,20,942,32,1.0,1.0,3,5895000
kk nagar,family,1,commercial,nosewr,gravel,RH,18,2327,183,4.0,2.0,6,18610560
karapakkam,adjland,0,commercial,nosewr,gravel,C,30,1413,93,2.0,2.0,4,10184500
chrompet,normalsale,1,other,nosewr,paved,RH,20,1204,47,2.0,1.0,4,10096480
chrompet,partial,1,other,elo,gravel,RM,9,1049,71,1.0,1.0,3,10842880
karapakkam,normalsale,0,commercial,nosewr,paved,RH,48,726,181,1.0,1.0,2,6553750
chrompet,family,0,commercial,nosewr,gravel,RM,11,1045,90,1.0,1.0,3,13520850
karapakkam,abnormal,1,other,elo,gravel,I,35,1012,139,1.0,1.0,3,6986750
chrompet,abnormal,0,house,allpub,gravel,RM,9,1223,70,2.0,1.0,4,10501150
anna nagar,abnormal,1,commercial,allpub,paved,RM,12,1738,37,1.0,1.0,4,21194540
karapakkam,family,1,commercial,allpub,paved,A,39,551,141,1.0,1.0,2,5162250
karapakkam,partial,1,house,elo,paved,I,44,520,189,1.0,1.0,2,4321000
chrompet,adjland,1,house,allpub,paved,RH,4,724,97,1.0,1.0,2,8052400
adyar,normalsale,0,house,nosewr,paved,RM,26,795,139,1.0,1.0,2,8258790
chrompet,adjland,0,other,nosewr,paved,RL,32,1008,99,1.0,1.0,3,8836160
karapakkam,partial,0,commercial,allpub,noaccess,C,21,1058,200,1.0,1.0,3,7020750
chrompet,normalsale,1,house,nosewr,paved,RL,13,1058,114,1.0,1.0,3,9437150
kk nagar,normalsale,0,house,allpub,gravel,RM,16,1374,172,2.0,1.0,4,9741520
anna nagar,adjland,1,house,allpub,gravel,RH,6,1691,94,1.0,1.0,4,13457270
kk nagar,partial,0,house,nosewr,paved,RL,27,1864,59,3.0,2.0,5,9524740
anna nagar,normalsale,0,house,nosewr,paved,RL,26,1812,193,2.0,1.0,5,12391870
karapakkam,abnormal,1,house,allpub,paved,A,49,1070,109,1.0,1.0,3,5046750
kk nagar,normalsale,0,house,allpub,gravel,RH,21,2321,18,4.0,2.0,6,11291220
kk nagar,partial,0,house,allpub,paved,RH,6,1875,22,3.0,2.0,5,9329120
velachery,normalsale,1,commercial,elo,paved,RL,25,1895,197,3.0,2.0,5,16567500
adyar,abnormal,0,commercial,allpub,paved,A,38,789,117,1.0,1.0,2,8098070
anna nagar,normalsale,1,house,allpub,paved,RL,7,1774,130,1.0,1.0,4,13553740
karapakkam,adjland,0,house,nosewr,gravel,A,10,957,2,1.0,1.0,3,5180000
karapakkam,normalsale,0,house,elo,noaccess,A,49,1478,71,2.0,2.0,4,4458750
chrompet,abnormal,0,other,allpub,paved,RL,25,991,114,1.0,1.0,3,8688420
chrompet,family,1,house,nosewr,noaccess,RM,33,870,171,1.0,1.0,3,8169350
chrompet,abnormal,1,commercial,allpub,paved,RM,25,1083,146,1.0,1.0,3,14204550
anna nagar,adjland,1,commercial,allpub,noaccess,RH,42,1952,53,2.0,1.0,5,21026890
anna nagar,adjland,0,other,nosewr,paved,RH,22,1984,155,2.0,1.0,5,13925310
karapakkam,adjland,0,other,nosewr,paved,RL,17,1419,115,2.0,2.0,4,8729375
karapakkam,family,0,other,elo,gravel,C,50,792,183,1.0,1.0,2,4315500
karapakkam,partial,1,other,nosewr,paved,I,11,1685,56,2.0,2.0,4,8895625
t nagar,family,1,commercial,elo,gravel,RM,40,1972,85,2.0,1.0,5,22918500
adyar,abnormal,0,other,allpub,noaccess,I,30,812,180,1.0,1.0,3,6285850
chrompet,adjland,0,house,nosewr,paved,RM,32,991,105,1.0,1.0,3,8765000
adyar,abnormal,0,commercial,elo,paved,C,10,793,29,1.0,1.0,2,9013550
kk nagar,abnormal,1,commercial,nosewr,paved,RM,27,2004,171,3.0,2.0,5,17398940
anna nagar,partial,0,house,nosewr,noaccess,RM,36,1803,75,2.0,1.0,5,11793720
anna nagar,normalsale,0,house,nosewr,paved,RH,30,1592,138,1.0,1.0,4,10607450
t nagar,normalsale,1,commercial,allpub,paved,RM,22,1665,159,1.0,1.0,4,20656290
adyar,partial,0,house,nosewr,noaccess,RM,29,914,185,1.0,1.0,3,7895235
t nagar,partial,1,commercial,elo,paved,RL,40,1946,49,2.0,1.0,5,21329650
chrompet,abnormal,1,house,nosewr,paved,RL,4,1257,173,2.0,1.0,4,10445600
velachery,normalsale,0,house,nosewr,noaccess,RL,9,1880,14,3.0,2.0,5,9686030
anna nagar,family,0,commercial,nosewr,noaccess,RM,42,1673,39,1.0,1.0,4,18111990
chrompet,abnormal,1,house,elo,gravel,RM,31,1063,109,1.0,1.0,3,10072650
chrompet,partial,0,other,nosewr,noaccess,RH,22,830,84,1.0,1.0,3,6416600
karapakkam,normalsale,1,other,nosewr,noaccess,I,7,804,179,1.0,1.0,2,5903750
chrompet,abnormal,0,commercial,elo,noaccess,RL,34,940,160,1.0,1.0,3,10443500
kk nagar,normalsale,1,other,nosewr,paved,RL,8,1605,97,2.0,1.0,4,10918260
karapakkam,partial,0,house,allpub,noaccess,RL,15,632,172,1.0,1.0,2,5070250
adyar,adjland,1,commercial,elo,noaccess,I,29,640,120,1.0,1.0,2,8739135
kk nagar,normalsale,0,other,allpub,gravel,RM,5,1940,192,3.0,2.0,5,12428900
kk nagar,family,0,house,nosewr,paved,RM,20,1573,76,2.0,1.0,4,9336800
karapakkam,adjland,0,commercial,nosewr,noaccess,RH,33,1381,48,2.0,2.0,4,10106750
anna nagar,normalsale,0,house,nosewr,noaccess,RL,17,1923,74,2.0,1.0,5,12320640
t nagar,adjland,0,commercial,allpub,gravel,RM,16,1611,134,1.0,1.0,4,20119920
kk nagar,family,0,house,nosewr,gravel,RM,14,1324,173,1.0,1.0,3,9140480
t nagar,normalsale,1,house,nosewr,noaccess,RL,10,1562,3,1.0,1.0,4,11938300
velachery,normalsale,1,house,nosewr,noaccess,A,12,1517,82,2.0,1.0,4,7146890
adyar,normalsale,0,other,elo,paved,RH,39,613,74,1.0,1.0,2,6193485
anna nagar,family,0,other,nosewr,noaccess,RH,17,1711,27,1.0,1.0,4,11523870
chrompet,partial,0,house,elo,paved,RM,17,1214,43,2.0,1.0,4,9231950
velachery,normalsale,1,house,nosewr,paved,A,36,1713,72,2.0,1.0,4,7897470
chrompet,family,0,other,nosewr,gravel,RH,21,1085,136,1.0,1.0,3,8716800
t nagar,family,0,commercial,nosewr,noaccess,RM,33,1578,64,1.0,1.0,4,17623460
karapakkam,abnormal,1,commercial,allpub,gravel,I,28,1247,185,1.0,1.0,3,10758000
chrompet,partial,1,other,elo,noaccess,RL,4,1219,124,2.0,1.0,4,9951030
karapakkam,family,0,other,nosewr,paved,I,30,1121,196,1.0,1.0,3,5849125
chrompet,normalsale,0,house,elo,noaccess,RL,10,1037,88,1.0,1.0,3,7706100
kk nagar,partial,0,house,nosewr,paved,RM,27,2403,20,4.0,2.0,6,11517940
velachery,family,0,commercial,nosewr,gravel,RL,53,1911,162,3.0,2.0,5,15569210
chrompet,adjland,0,commercial,allpub,gravel,RH,8,736,167,1.0,1.0,2,10316800
karapakkam,adjland,1,house,nosewr,paved,RL,43,1620,12,2.0,2.0,4,9163250
anna nagar,adjland,1,other,elo,gravel,RM,22,1769,28,1.0,1.0,4,15502160
anna nagar,partial,1,house,nosewr,gravel,RL,25,1933,93,2.0,1.0,5,14154300
adyar,family,1,commercial,allpub,noaccess,RH,10,647,45,1.0,1.0,2,9574550
velachery,adjland,1,commercial,nosewr,noaccess,RH,40,1938,154,3.0,2.0,5,15903000
t nagar,normalsale,0,commercial,allpub,noaccess,RM,43,1585,71,1.0,1.0,4,17805860
chrompet,abnormal,1,other,nosewr,gravel,RM,32,1016,105,1.0,,3,10647920
velachery,adjland,1,other,elo,paved,RH,44,1992,130,3.0,2.0,5,11504330
kk nagar,abnormal,1,other,allpub,gravel,RL,26,2279,147,4.0,2.0,6,13582900
anna nagar,family,1,other,nosewr,gravel,RM,5,1734,119,1.0,1.0,4,15340770
kk nagar,normalsale,1,other,allpub,paved,RH,28,2371,54,4.0,2.0,6,12732180
velachery,abnormal,0,house,elo,gravel,A,30,1566,134,2.0,1.0,4,6776450
velachery,adjland,1,house,nosewr,gravel,RM,29,1759,8,2.0,1.0,4,11978830
anna nagar,adjland,0,commercial,allpub,gravel,RH,38,1542,23,1.0,1.0,4,17603160
chrompet,normalsale,0,commercial,allpub,paved,RH,40,1206,177,2.0,1.0,4,12751600
karapakkam,family,1,commercial,allpub,gravel,C,42,537,61,1.0,1.0,2,6176500
anna nagar,family,0,house,allpub,noaccess,RH,39,1645,193,1.0,1.0,4,10038630
kk nagar,normalsale,0,house,allpub,gravel,RL,26,1444,198,2.0,1.0,4,9153720
kk nagar,partial,0,commercial,nosewr,gravel,RH,29,2074,17,3.0,2.0,5,15546980
velachery,normalsale,1,commercial,elo,paved,C,36,1746,163,2.0,1.0,4,13626420
chrompet,partial,1,commercial,nosewr,paved,RH,4,1089,6,1.0,1.0,3,13099400
karapakkam,abnormal,0,commercial,allpub,paved,RH,38,1623,47,2.0,2.0,4,11658500
chrompet,partial,0,house,nosewr,gravel,RH,4,1063,43,1.0,1.0,3,8215400
kk nagar,partial,1,commercial,nosewr,paved,RM,10,1719,113,2.0,1.0,4,15598600
chrompet,abnormal,0,other,nosewr,paved,RH,25,1282,170,2.0,1.0,4,9293090
kk nagar,partial,0,other,nosewr,gravel,RH,10,2010,114,3.0,2.0,5,10925400
velachery,adjland,1,commercial,nosewr,paved,RL,35,1853,17,3.0,2.0,5,16550350
kk nagar,partial,1,house,allpub,gravel,RH,5,2087,31,3.0,2.0,5,11552700
velachery,family,0,commercial,allpub,noaccess,I,23,1767,174,2.0,1.0,4,13025260
anna nagar,family,0,house,nosewr,noaccess,RL,18,1836,111,2.0,1.0,5,11892560
velachery,family,1,house,elo,noaccess,RM,11,1667,159,2.0,1.0,4,10171120
karapakkam,adjland,0,house,allpub,noaccess,C,38,514,79,1.0,1.0,2,3093500
karapakkam,partial,0,house,nosewr,noaccess,RL,37,686,71,1.0,1.0,2,4762750
adyar,abnormal,0,house,nosewr,gravel,A,39,935,43,1.0,1.0,3,5972585
adyar,normalsale,0,house,allpub,paved,RL,14,1268,114,2.0,2.0,4,9952510
adyar,adjland,1,house,allpub,paved,I,32,1085,66,1.0,1.0,3,8920280
chrompet,partial,0,commercial,nosewr,gravel,RM,19,1008,30,1.0,1.0,3,12713050
karapakkam,normalsale,0,house,nosewr,paved,RL,31,1145,190,1.0,1.0,3,6855750
chrompet,partial,1,other,allpub,noaccess,RL,29,961,161,1.0,1.0,3,8637320
chrompet,adjland,1,commercial,allpub,paved,RH,32,1026,29,1.0,1.0,3,12798800
karapakkam,partial,1,house,nosewr,gravel,I,44,1346,84,2.0,2.0,4,7441000
kk nagar,normalsale,1,commercial,nosewr,paved,RM,9,2360,171,4.0,2.0,6,19816180
karapakkam,adjland,0,other,nosewr,noaccess,RL,14,1369,106,2.0,2.0,4,7952375
adyar,partial,0,commercial,nosewr,noaccess,RL,5,1182,193,1.0,1.0,3,13205875
kk nagar,normalsale,1,house,nosewr,paved,RM,17,2331,159,4.0,2.0,6,12826140
velachery,abnormal,1,other,elo,noaccess,RM,39,1507,50,2.0,1.0,4,10038580
kk nagar,abnormal,1,commercial,allpub,paved,RL,29,2179,132,3.0,2.0,5,17858980
velachery,normalsale,0,commercial,nosewr,noaccess,RM,8,1973,171,3.0,2.0,5,16444460
adyar,partial,0,other,elo,gravel,C,34,983,29,1.0,1.0,3,7058310
velachery,family,1,house,elo,noaccess,A,7,1680,24,2.0,1.0,4,7418190
t nagar,adjland,0,house,allpub,paved,RH,8,1929,180,2.0,1.0,5,13180810
anna nagar,normalsale,1,commercial,nosewr,gravel,RM,34,1789,11,1.0,1.0,4,21512830
kk nagar,abnormal,1,other,nosewr,paved,RH,13,1934,165,3.0,2.0,5,11273740
chrompet,partial,0,house,elo,noaccess,RM,20,862,124,1.0,1.0,3,7184600
velachery,partial,1,house,nosewr,paved,RH,13,1991,150,3.0,2.0,5,10515160
velachery,normalsale,0,other,allpub,gravel,RH,55,1697,26,2.0,1.0,4,9586150
chrompet,partial,1,other,nosewr,gravel,RM,35,1295,126,2.0,1.0,4,11553400
karapakkam,adjland,0,other,allpub,noaccess,RL,49,1302,143,1.0,1.0,3,7233000
chrompet,adjland,0,house,elo,noaccess,RH,39,1121,44,1.0,1.0,3,7161000
chrompet,adjland,1,house,nosewr,paved,RL,21,976,170,1.0,1.0,3,9257750
chrompet,family,1,other,nosewr,noaccess,RM,10,793,146,1.0,1.0,2,8702510
anna nagar,partial,1,other,elo,paved,RH,43,1614,119,1.0,1.0,4,11994130
anna nagar,normalsale,1,house,nosewr,noaccess,RL,8,1589,48,1.0,1.0,4,12025410
t nagar,normalsale,1,house,allpub,paved,RH,42,1922,25,2.0,1.0,5,13211540
karapakkam,family,0,commercial,nosewr,paved,RM,20,1388,102,2.0,2.0,4,11834000
karapakkam,family,0,house,elo,gravel,C,13,1404,66,2.0,2.0,4,6569750
adyar,normalsale,0,other,nosewr,paved,RL,34,837,2,1.0,1.0,3,8005310
kk nagar,partial,0,commercial,nosewr,paved,RM,11,2178,119,3.0,2.0,5,17336020
karapakkam,normalsale,1,commercial,allpub,noaccess,C,12,1270,171,1.0,1.0,3,9422000
adyar,abnormal,0,other,elo,paved,A,11,962,15,1.0,1.0,3,6374265
karapakkam,normalsale,1,house,elo,gravel,RM,33,704,6,1.0,1.0,2,7696750
karapakkam,abnormal,1,commercial,nosewr,paved,C,6,654,143,1.0,1.0,2,6754500
t nagar,adjland,1,commercial,allpub,gravel,RM,5,1504,136,1.0,1.0,4,20362800
karapakkam,abnormal,0,commercial,allpub,gravel,RL,42,1436,28,2.0,2.0,4,11799500
adyar,partial,0,other,nosewr,gravel,RH,25,1185,130,1.0,1.0,3,9459475
chrompet,family,1,commercial,nosewr,noaccess,RM,15,723,178,1.0,1.0,2,10659650
kk nagar,abnormal,1,other,nosewr,paved,RM,29,2033,99,3.0,2.0,5,12528840
adyar,partial,0,commercial,nosewr,gravel,C,23,952,167,1.0,1.0,3,10552045
kk nagar,normalsale,0,commercial,allpub,gravel,RM,20,1420,161,2.0,1.0,4,13798400
t nagar,family,1,house,nosewr,noaccess,RM,44,1637,99,1.0,1.0,4,11905180
adyar,partial,0,commercial,nosewr,gravel,RM,11,1064,75,1.0,1.0,3,14038465
karapakkam,partial,1,house,allpub,noaccess,RL,49,1464,39,2.0,2.0,4,7732750
anna nagar,adjland,1,commercial,nosewr,noaccess,RH,44,1562,161,1.0,1.0,4,17314380
velachery,partial,0,other,nosewr,gravel,RH,53,1908,187,3.0,2.0,5,10195310
kk nagar,partial,1,commercial,allpub,gravel,RL,6,2222,20,4.0,2.0,6,18726320
kk nagar,partial,1,commercial,nosewr,paved,RL,7,2460,51,4.0,2.0,6,19389140
chrompet,partial,1,commercial,elo,paved,RL,4,963,64,1.0,1.0,3,12530800
t nagar,partial,0,house,elo,gravel,RM,31,1639,42,1.0,1.0,4,12041320
velachery,partial,1,house,nosewr,noaccess,RL,49,1853,17,3.0,2.0,5,9462230
kk nagar,abnormal,1,commercial,nosewr,gravel,RM,27,2163,148,3.0,2.0,5,18770340
karapakkam,normalsale,1,other,nosewr,gravel,A,45,916,113,1.0,1.0,3,5434250
adyar,normalsale,0,commercial,allpub,gravel,RH,40,1289,70,2.0,2.0,4,14634500
karapakkam,partial,0,other,nosewr,gravel,I,12,1048,129,1.0,1.0,3,6511000
anna nagar,abnormal,1,other,elo,noaccess,RH,21,1631,121,1.0,1.0,4,12251750
chrompet,adjland,0,other,nosewr,noaccess,RM,27,780,41,1.0,1.0,2,7685050
velachery,abnormal,1,house,elo,paved,A,12,1670,52,2.0,1.0,4,8153390
kk nagar,partial,1,commercial,allpub,gravel,RM,18,1880,88,3.0,2.0,5,17134360
velachery,abnormal,1,other,allpub,paved,RM,45,1891,51,3.0,2.0,5,12303400
velachery,partial,1,other,nosewr,gravel,RH,23,1845,45,3.0,2.0,5,11395560
adyar,family,1,house,nosewr,gravel,A,14,653,119,1.0,1.0,2,6059010
adyar,normalsale,1,commercial,nosewr,gravel,RH,34,854,54,1.0,1.0,3,11941410
karapakkam,adjland,1,house,elo,gravel,RH,8,703,171,1.0,1.0,2,7240500
adyar,abnormal,1,house,nosewr,paved,A,7,863,26,1.0,1.0,3,6637005
anna nagar,family,0,house,elo,noaccess,RM,37,1919,5,2.0,1.0,5,12308240
adyar,abnormal,1,other,nosewr,gravel,I,36,667,85,1.0,1.0,2,7393940
kk nagar,abnormal,0,commercial,nosewr,gravel,RL,20,2114,106,3.0,2.0,5,16929800
kk nagar,abnormal,0,commercial,nosewr,paved,RH,5,1486,6,2.0,1.0,4,12549700
anna nagar,abnormal,1,house,allpub,gravel,RH,35,1529,191,1.0,1.0,4,11985700
chrompet,abnormal,1,other,nosewr,gravel,RM,8,1142,131,1.0,1.0,3,11657540
anna nagar,normalsale,0,other,nosewr,gravel,RM,32,1970,77,2.0,1.0,5,15209340
chrompet,adjland,1,house,allpub,gravel,RH,40,1184,197,1.0,1.0,3,9930400
anna nagar,normalsale,0,house,nosewr,gravel,RM,16,1819,63,2.0,1.0,5,13763020
karapakkam,adjland,1,house,nosewr,noaccess,RM,43,1392,33,2.0,2.0,4,8539250
t nagar,adjland,1,house,nosewr,gravel,RM,42,1904,57,2.0,1.0,5,14956290
adyar,partial,1,house,nosewr,gravel,RH,21,730,87,1.0,1.0,2,7779515
chrompet,family,0,other,elo,paved,RL,27,724,36,1.0,1.0,2,7034730
karapakkam,adjland,1,commercial,nosewr,noaccess,RH,12,817,28,1.0,1.0,2,8409000
adyar,normalsale,0,commercial,nosewr,paved,RM,27,1143,101,1.0,1.0,3,14162605
anna nagar,family,1,commercial,allpub,paved,RH,5,1977,88,2.0,1.0,5,22078000
adyar,normalsale,0,commercial,nosewr,noaccess,I,28,1046,138,1.0,1.0,3,10760220
t nagar,normalsale,0,other,nosewr,noaccess,RH,34,1846,190,2.0,1.0,5,12403760
karapakkam,family,0,other,elo,noaccess,RM,42,946,191,1.0,1.0,3,6162250
chrompet,abnormal,1,commercial,allpub,paved,RL,30,723,121,1.0,1.0,2,10726300
t nagar,partial,1,other,allpub,noaccess,RM,5,1932,93,2.0,1.0,5,15399860
anna nagar,partial,1,commercial,allpub,noaccess,RL,42,1758,164,1.0,1.0,4,19285540
karapakkam,normalsale,0,other,nosewr,noaccess,I,47,1678,147,2.0,2.0,4,6765500
karapakkam,abnormal,1,house,elo,noaccess,I,42,1622,78,2.0,2.0,4,6993500
anna nagar,normalsale,1,commercial,nosewr,paved,RH,36,1738,170,1.0,1.0,4,19240920
chrompet,abnormal,0,commercial,nosewr,noaccess,RM,28,894,89,1.0,1.0,3,10882400
t nagar,abnormal,0,other,allpub,noaccess,RM,13,1541,184,1.0,1.0,4,12522140
chrompet,family,0,commercial,allpub,paved,RH,10,1229,10,2.0,1.0,4,13461500
adyar,normalsale,0,house,allpub,noaccess,RL,13,819,7,1.0,1.0,3,7484395
adyar,normalsale,0,commercial,elo,gravel,RM,40,1299,20,2.0,2.0,4,15815700
anna nagar,partial,0,commercial,allpub,noaccess,RM,16,1867,117,2.0,1.0,5,20420270
velachery,abnormal,0,other,elo,paved,RH,15,1696,63,2.0,1.0,4,9475100
kk nagar,abnormal,0,house,nosewr,paved,RM,23,1325,143,1.0,1.0,3,8677460
anna nagar,adjland,1,other,elo,noaccess,RL,40,1894,189,2.0,1.0,5,14310420
chrompet,abnormal,1,other,elo,noaccess,RM,17,751,162,1.0,1.0,2,8484620
anna nagar,partial,0,house,allpub,noaccess,RH,10,1928,148,2.0,1.0,5,11667050
kk nagar,abnormal,1,house,allpub,gravel,RH,30,1778,147,3.0,2.0,5,10502000
kk nagar,abnormal,1,commercial,nosewr,paved,RL,14,2318,17,4.0,2.0,6,18690080
velachery,partial,0,commercial,allpub,noaccess,RH,25,1822,140,3.0,2.0,5,13901150
karapakkam,adjland,1,house,nosewr,paved,A,49,1282,17,1.0,1.0,3,5813750
chrompet,partial,0,commercial,allpub,noaccess,RL,15,1149,191,1.0,1.0,3,12316650
karapakkam,family,1,commercial,nosewr,gravel,I,30,1070,67,1.0,1.0,3,9727500
chrompet,partial,1,house,elo,noaccess,RM,36,768,77,1.0,1.0,2,7462400
chrompet,normalsale,0,commercial,elo,gravel,RH,22,749,180,1.0,1.0,2,9607900
chrompet,family,1,house,nosewr,gravel,RH,16,1133,96,1.0,1.0,3,9468000
kk nagar,normalsale,0,commercial,nosewr,gravel,RH,7,2284,143,4.0,2.0,6,17592540
chrompet,adjland,0,house,elo,gravel,RM,37,1255,129,2.0,1.0,4,10222950
t nagar,adjland,1,other,nosewr,gravel,RL,40,1970,193,2.0,1.0,5,16053550
t nagar,partial,0,other,elo,paved,RH,44,1950,130,2.0,1.0,5,12755280
karapakkam,family,0,house,nosewr,paved,RM,12,1154,170,1.0,1.0,3,7880000
chrompet,abnormal,1,other,elo,noaccess,RH,30,1043,143,1.0,1.0,3,8317410
kk nagar,abnormal,0,house,allpub,paved,RM,22,2325,99,4.0,2.0,6,11948440
chrompet,family,1,other,allpub,gravel,RL,19,762,133,1.0,1.0,2,9000790
adyar,partial,0,commercial,nosewr,paved,RM,12,817,40,1.0,1.0,3,11559880
kk nagar,partial,0,house,nosewr,gravel,RL,22,1474,167,2.0,1.0,4,8805640
karapakkam,adjland,1,house,allpub,gravel,A,37,647,10,1.0,1.0,2,4971250
chrompet,abnormal,0,commercial,nosewr,gravel,RH,31,945,5,1.0,1.0,3,11285250
chrompet,partial,1,commercial,allpub,paved,RH,40,1191,102,1.0,1.0,3,13355600
t nagar,family,0,other,allpub,paved,RL,32,1924,139,2.0,1.0,5,13780460
velachery,partial,1,other,nosewr,noaccess,RH,38,1626,63,2.0,1.0,4,9000960
chrompet,partial,0,other,elo,gravel,RL,16,1212,131,2.0,1.0,4,9799440
kk nagar,partial,0,other,nosewr,gravel,RH,12,2268,194,4.0,2.0,6,11645200
chrompet,normalsale,0,other,elo,paved,RM,32,1022,68,1.0,1.0,3,9089140
kk nagar,partial,1,commercial,nosewr,paved,RH,9,1974,199,3.0,2.0,5,15982580
adyar,partial,1,other,nosewr,gravel,RM,28,969,80,1.0,1.0,3,10820520
t nagar,adjland,0,commercial,nosewr,noaccess,RH,41,1762,45,1.0,1.0,4,18333020
chrompet,family,1,other,nosewr,gravel,RL,25,1158,4,1.0,1.0,3,10554810
chrompet,family,0,commercial,elo,noaccess,RL,39,701,102,1.0,1.0,2,8389450
chrompet,partial,0,other,allpub,gravel,RL,39,984,51,1.0,1.0,3,8614330
chrompet,adjland,0,other,elo,gravel,RL,29,1231,161,2.0,1.0,4,10271420
adyar,abnormal,0,commercial,allpub,paved,I,9,656,20,1.0,1.0,2,8757635
chrompet,abnormal,1,commercial,allpub,paved,RL,37,1195,192,1.0,1.0,3,14168750
adyar,partial,1,other,allpub,paved,C,5,748,116,1.0,1.0,2,7174975
karapakkam,adjland,0,house,elo,gravel,I,18,872,34,1.0,1.0,2,5763500
karapakkam,partial,0,other,nosewr,paved,RL,21,1117,114,1.0,1.0,3,7130125
t nagar,normalsale,1,other,elo,paved,RH,29,1597,62,1.0,1.0,4,12569440
karapakkam,abnormal,1,house,nosewr,paved,RM,15,1512,97,2.0,2.0,4,9625250
karapakkam,partial,1,other,nosewr,gravel,RM,29,947,112,1.0,1.0,3,8709375
adyar,partial,1,house,nosewr,noaccess,C,23,982,151,1.0,1.0,3,6515045
adyar,normalsale,0,other,nosewr,gravel,C,40,985,100,1.0,1.0,3,7375400
karapakkam,adjland,0,commercial,elo,gravel,RH,41,614,2,1.0,1.0,2,6924500
anna nagar,partial,1,house,nosewr,paved,RL,31,1643,197,1.0,1.0,4,12078770
t nagar,family,1,other,nosewr,paved,RH,19,1924,59,2.0,1.0,5,14480950
karapakkam,adjland,1,house,nosewr,noaccess,A,5,1217,17,1.0,1.0,3,5710250
t nagar,adjland,0,commercial,elo,gravel,RH,26,1904,141,2.0,1.0,5,20838520
karapakkam,adjland,0,house,elo,gravel,I,48,895,44,1.0,1.0,3,5437500
anna nagar,partial,1,other,nosewr,gravel,RM,32,1509,109,1.0,1.0,4,13583660
chrompet,partial,1,other,elo,gravel,RL,34,1067,4,1.0,1.0,3,9842290
chrompet,normalsale,1,commercial,allpub,gravel,RL,10,1026,92,1.0,1.0,3,13885100
chrompet,family,0,other,allpub,noaccess,RH,40,762,149,1.0,1.0,2,6000540
chrompet,partial,0,house,nosewr,noaccess,RL,11,987,9,1.0,1.0,3,7415850
chrompet,partial,0,commercial,nosewr,paved,RL,25,1269,31,2.0,1.0,4,13670150
kk nagar,adjland,1,house,nosewr,paved,RH,9,2459,18,4.0,2.0,6,12543380
anna nagar,abnormal,1,house,allpub,paved,RM,32,1780,27,1.0,1.0,4,13709340
velachery,normalsale,0,commercial,nosewr,paved,A,18,1743,86,2.0,1.0,4,12498160
kk nagar,adjland,0,house,nosewr,paved,RH,26,1503,144,2.0,1.0,4,8322920
